"BAAN NUMBER", "SAP NUMBER", "MATERIAL DESCRIPTION", "PURCHASE ORDER TEXT"
"521926","1207789","KIT, SHAFT SEAL (18036)","L7-S4"
"521927","1207790","SWITCH, OIL FLOW 40748","L7-S3"
"521928","1207791","METER, HOUR 001101","SULLAIR   L7-S4"
"522268","1207792","2013F2203 PISTON","M4-S2"
"522296","1207793","3900R0003 HOSE","M4-S5"
"522298","1207794","9107I0133 FITTING","M8-S11"
"522269","1207795","9105F0777 ""O"" RING","OLD #9105F0353   M7-S1"
"522270","1207796","2013F2222 SPRING","M4-S2"
"522299","1207797","9107I0134 FITTING","M8-S11"
"522300","1207798","9107I0119 FITTING","M8-S11"
"522314","1207799","9105F0923 SEALING RING","DISA  M7-S1"
"522315","1207800","9105F0158 SEALING RING","M7-S2"
"527105","1207801","SHAFT, IDLER 50"" X 4-15/16""""","15/16""       X-1"
"527106","1207802","HUB, MACHINED COUPLING","1025G51 RIGID FALK MADE FROM (00418170)     J9-S2"
"522306","1207803","9103Y2115 LOCK WASHER","M7-S6"
"522307","1207804","2013F1101 DISC","M4-S4"
"523996","1207805","SHAFT, TABLE 110310","FOR 96""SWING TABLE     N9-S6"
"524219","1207806","S3F3LB BUSHING","STEEL BUSHING       N8-S8"
"524220","1207807","BUSHING, LINE UP 161100","STEEL BUSHING      N8-S8"
"527409","1207808","IDLER, #225-36-AM-0120","STEPHENS-A         W26"
"522308","1207809","2040A0281 INSERT","STAINLESS W-77"
"522311","1207810","9107L5342 REDUCTION VALVE","M8-S9"
"527108","1207811","TIRE, 12.00 X R24, MICHELIN","XYZ004 INCLUDES MOUNTING & TUBE   (BREAKER DRUM)"
"527109","1207812","NUT, 641-2230 OUTER,(R.H.) WHL","R.H. HEAVY DUTY     N3-S4"
"527110","1207813","NUT, E7898R INNER, RIGHT HAND","N3-S4"
"522547","1207814","2053A0051 CROSS","BAR CYLINDER   M7-S7"
"522548","1207815","2043D0131 CLEVIS","M8-S10"
"527112","1207816","STUD, RIGHT HAND","#EUR-5876-R       N3-S4"
"527113","1207817","NUT, 1"" FINE THREAD STOVER-C","STOVER-C LOCK NUT (1"" FINE THREAD)      N3-S5"
"523946","1207818","BELT, 3""W X 2PLY X 1/8"" X1/16""","220 21 FT.LONG LACED       N10-S1"
"523947","1207819","CONTROL CAGE, 414371","M10-S7"
"523948","1207820","PIN, 109286","N10-S4"
"523112","1207821","CONTROLLER, K-10-04-002-2 DC","L5-S3"
"702504","1207822","SOLID CARBIDE 1/4""","DILL BIT HURDLE# (74129230)      R3-S6"
"523113","1207823","MOTOR, .5HP, 1750RPM, 90V ELE.","56C FRAME     W3-B3"
"521934","1207824","GASKET, 40523","L7-S5"
"521935","1207825","BALL JOINT, #040294","RIGHT-HAND SULLAIR      L7-S5"
"521936","1207826","BALL JOINT, #040295","LEFT HAND SULLAIR      L7-S5"
"521937","1207827","COUPLING, #41257 FLEX MASTER","3/4"" FOR SULLAIR       L7-S5"
"702507","1207828","40-6305-016 MICROPOLISH","0.3 MICRON 16 OZ          R4-S2"
"521938","1207829","PIPE JOINT RING #41354","FOR SULLAIR COMPRESSOR        L7-S5"
"522100","1207830","2013G1821 GUIDE PIN LEFT","PIN (LEFT)   M4-S1"
"702510","1207831","8""320GRIT","30-5108-320-102      R4-S2"
"702511","1207832","SAND PAPER 30-5108-120-100 8""","120GRIT      R4-S4"
"522279","1207833","9103Y2116 LOCK WASHER","M7-S6"
"522280","1207834","9103W0023 NUT","M7-S6"
"522281","1207835","9107L5400 VALVE","NON-RETURN VALVE   M8-S8"
"522324","1207836","2050A1480 INSERT","MK4 A/B        W77"
"521643","1207837","V RING SEAL (UM-1028)","L9-S3"
"521644","1207838","SPRING PIN UM-1081","L9-S6"
"521645","1207839","U2805C SHAFT 12"" DOME SHAFT","L8-S3"
"522235","1207840","SCRAPER, D002-B-4-A TOP","M3-S2"
"522236","1207841","2040F0281 ADJUSTING CAP","M6-S4"
"308010","1207842","WIRE, THERMOCOUPLE","J20-5-502 TYPE J                        E2-S4"
"304266","1207843","FUSE, TRM 30 AMP 250 VOLT","C7-S6"
"519140","1207844","BOD CIRCUIT BOARD ASSYMBLY","3300-001-0004       K5-S4"
"519143","1207845","TEMPERATURE TAPE 2010-065-0101","TEMPERATURE RECORDER TAPE        K5-S5"
"519144","1207846","TRANSITE RING 2016-013-0039","ONE (1) SET 8 PER SET 42MM WIDE X 35MM TALL  K4-FL"
"304263","1207847","FUSE (15CLE-300E)","D6-S3"
"304264","1207848","FUSE FILLER 250A 423D815A44","D9-S1"
"411672","1207849","CHISEL RETAINER HHW1-A300","G4-S3"
"411673","1207850","INLET BUSHING H282","INGERSOL-RAND      G4-S2"
"414561","1207851","ROD CLEVIS W/SWIVEL","PIN & ROTATING RING      H9-S7"
"414564","1207852","HY-526-C ROD CLEVIS","COMPLETE WITH PIN AIR DRO      H9-S7"
"413826"
"413835","1207853","PUMP, HYDRAULIC (VICKERS)","PVQ45AR01AB10A18000001001CD0A   W6-B3"
"303306","1207854","COMPACT PUSH BUTTON W/IND. LIGHT","C6-S6"
"302067","1207855","LIMIT SWITCH C62B2","B2-S4"
"302068","1207856","LIMIT SWITCH FTUB-1","FOUNDRY CLASS 9007 SQ. D      B2-S6"
"302069","1207857","LIMIT SWITCH  FTUB-4","SQUARE D CLASS 9007       B2-S6"
"302070","1207858","LIMIT SWITCH HA-21","ARM CLASS 9007     B2-S4"
"302071","1207859","LIMIT SWITCH ARM KA-12","SQUARE D     B1-S4"
"523279","1207860","MOTOR-MODUTROL","K-21-03-001  L6-S3"
"523280","1207861","THERMOCOUPLE, TYPE J","K-21-11-312-108  L6-S3"
"523281","1207862","WIRE, TYPE J THERMOCOUPLE","K-21-07-001    L6-S3"
"524427","1207863","SAND STRIPPER MIXER HOUSING","(PART#271377)                       N6-S5"
"524428","1207864","ASSEMBLY DRAWING INJECTION","NOZZLE RESIN (PART#2655521)          N6-S1"
"416464","1207865","BUSHING, SD 1-5/8"" QD","TAPERLOCK       H1-S8"
"812412","1207866","GREASE, SHELL GADUS S2 V220","10/14              Q1-S4"
"812252","1207867","TRASAR 3DT465","OIL ROOM"
"524348","1207868","BRAKE-VALVE FREE OF LEAK","(PART#191289)             N6-S2"
"524349","1207869","AERATION FILTER","(PART#22507)                 N6-S2"
"524429","1207870","INJECTION LINE","(PART#71355)     N6-STANDING"
"524430","1207871","BINDER DOSING TUBE F.","COLDBOX 32 (PART#266624)       N6-STANDING"
"524431","1207872","FLOAT","(PART#56362)                  N6-S5"
"524432","1207873","TEFLON DISK BINDER TUBE LIMIT","STOP (PART#266625)             N6-S5"
"528306","1207874","CUTOFF DISC, 4-1/2"" 7/8 ARBOR","TYPE 1     1/16"" THICK         R3-S4"
"417845","1207875","BEARING, FLANGE, 2-3/16""","2 BOLT      I8-S8"
"816880","1207876","CONTROL BOX NSD-TR-01","R5-S3"
"523239","1207877","BRAKE FOR AIR MOTOR WITH SHAFT","805900 BRAKE WITH /805700 SE-100 ADAPTER SHAFT (19-008)"
"523878","1207878","SEAL, VALVE PISTON BORE","O-RING BS276/CDL PART# 21SEL020018   L1-S4"
"523877","1207879","O RING, BS276/PART#00615029","AIR TANK COVER SEAL       L1-S3"
"523892","1207880","BERG CLAMP","CDL PART#2410014  VENDOR PART#SQM-13     L1-S2"
"415492","1207881","FILTER HEPA HAFCOVAC","P/N HV-7063 FOR EXPLOSION PROOF VAC      H6-TOP"
"418354","1207882","SPROCKET D60B11 X 1-1/4""","J6-S7"
"524393","1207883","VALVE, ANTI-RETOUR","(PART#28105)                    N5-S2"
"524394","1207884","SHOOT EXHAUST HOUSING","(PART#1424)                     N5-S2"
"524395","1207885","DIAPHRAGM OF SHOT EXHAUST","VALVE (PART#1422)              N5-S2"
"524396","1207886","SHOOT EXHAUST LID","(PART#1420)                    N5-S2"
"524397","1207887","CONNECTION, FILTER, 3/8""XDIA.6","(PART#8172)                   N5-S2"
"524398","1207888","VALVE, 5/2-WAY PNEUM.","ELECTROMAGNETIC 24VDC (PART#194683)  N5-S5"
"524399","1207889","VALVE, PNEUMATIC 5/2","(PART#195876)                     N5-S2"
"520184","1207890","FUSES FOR POWER SUPPLY","PART 3 HVB1-1/2 2500 V         K7-S4"
"408534","1207891","LOCTITE 242 # (1.22OZ)","LOCTITE #242 F1-S8"
"524383","1207892","VALVE, 2-2WAY EXTERNALLY","CONTROLLED (PART#24100)              N6-S7"
"523172","1207893","HOSE,1/2"" X 12"" NYLON N8CS2-12","ITEM# 00293502      L4-S3"
"415643","1207894","PNEUMATIC CYLINDER-1","(PART#28778)            N5-S4"
"524404","1207895","SAND INLET WITH ADDITIVE STUD","(PART#71265)                        N6-S1"
"524417","1207896","SEALING RUBBER FOR CAP","(PART#8694)                   N6-S5"
"524418","1207897","RETURN VALVE","(PART#24408)                      N6-S5"
"524419","1207898","SWITCH, PNEUMATICALLY OPERATED","(PART#68600)                    N6-S5"
"309195","1207899","CONDUIT COUPLING 1/2""","E5-S4"
"309196","1207900","CONDUIT COUPLING 3/4"" RIGID","E5-S4"
"309828","1207901","MYERS HUBS 3/4""","E8-S5"
"309829","1207902","WIRE PULLING #IDE31351","LUBE #77 YELLOW      E7-FL"
"306921","1207903","VOLTAGE TRANSFORMER 23-13-060-","VOLTAGE TRANSFORMER SOLA     D4-S3"
"306922","1207904","TYPE MTA TRANS. KVA .075","D4-S3"
"523288","1207905","PUMP, G&L SERIES SSH GOULD","#22SH4J52D0 2-1/2X3-8 IMPELLER:8-1/4 5HP     W4-B1"
"522668","1207906","UNION, (DEUBLIN) 5/8-18 UNF RH","ROTATING, #1102-070-029  M094300        M1-S6"
"702407","1207907","PAINT, BLACK RUSTOLEUM FLT ENAM","V2178838        B9-CAB"
"416371","1207908","TAPERLOCK BUSHING P2 X 1-3/8","BROWNING  PART#00226368 (FOR COOLING TOWER FANS) H2-S9"
"204597","1207909","PRESSURE SWITCH  (HIGH GAS)","HONEYWELL C437D2011       B4-S9"
"305613","1207910","HANGER KIT PT# AYC (FOR LARGE","FIXTURE 305611)     D8-S3"
"401603","1207911","5"" X 1/2"" TAP BOLT GRADE 5","COURSE THREAD  E9-S5"
"401604","1207912","3"" X 1/2"" TAP BOLT GRADE 5","COURSE THREAD  E9-S5"
"520221","1207913","JOYSTICK     9Z33733","PART# CONT24           M9-S5"
"520222","1207914","POTENTIOMETER  9Z34330","PART# DIVELECTRO230               M9-S9"
"522599","1207915","PROBE, SWITCH LEVEL 24 VDC 18""","PART# 0072714            B6-S1"
"520213","1207916","VALVE 2/2 NO1/2 NORGREN8450201","PART# PNEUMA374              M9-S9"
"520214","1207917","PILOT VALVE 3/2 24VCC UL","PART# PNEUMA361   9Z38743                    M9-S8"
"520215","1207918","DIN CONNECTOR W/24V LED","PART# PNEUMA376 9Z38759  M9-S5"
"804103","1207919","SHELL LUBE ANALYSIS PREMIUM","TEST KIT (10 BOTTLES PER BOX)         Q2-S2"
"523849","1207920","LOCKNUT, 1-1/2"" HEX","STEEL-INSERT   (90621A065)       M9-S4"
"413917","1207921","RV5-10-S-0-35 VALVE (VICKERS)","(19-063)P/N 00427306     G9-S2"
"416361","1207922","TAPERLOCK 2012 1-5/8""","H2-S2"
"416289","1207923","SHEAVE W388M-60 2012 HIGH HP","H2-S10"
"404839","1207924","1-1/2"" HEX LOCKNUT GRADE 8","WITH STEEL INSERT (PART#90621A065)      F7-S5"
"416283","1207925","SPROCKET #W388M60-SKL","00754383 USE WITH 00416362    H3-S10"
"816888","1207926","CONTROL BOARD P# 52-034","R5-S3"
"420091","1207927","DRIVE WHEEL FOR AUTO","O.E.M. TO DIFFERENT COMPOUND APPLIED FROM 00420098 K3-S7"
"533142","1207928","VALVE PROVING CONTROL","TC 410T-1N LADLE HEATER        L10-S7"
"415312","1207929","SULLAIR 02250125-658 VALVE","MACHINE # 60-038      H7-S6"
"411693","1207930","VALVE TRH ATS 25-650","G4-S3"
"415498","1207931","FILTER 1603-07 FLOW EZY","PART# 00792536 (MATTISON SURFACE GRINDER)        G7-S3"
"304297","1207932","FUSE 9F60AAB002 60 HZ","2E AMP MAX. V 2750       C8-S6"
"814718","1207933","FOOT FOR SCALES CG-EBF 3.016","FOOT FOR SCALE PART # CG-EBF 3.016 FOR 20,000 LB FLOOR"
"418099","1207934","COUPLING FALK 1100T10","RSB X 3-15/16 1"" KEY W/SET SCREWS       H1-FL"
"522093","1207935","KEY 10022628","WAS 9104D1057 KEY   M7-S5"
"520185","1207936","MINERAL GLASS UNIT 9Z40051","PART#VSSEN337   M9-S5"
"420097","1207937","DRIVE TIRE HUB  SD-1-3/16","DRIVE TIRE HUB SD 1-3/16     J4-S8"
"420096","1207938","GEAR BOX SK 1282AG","RATIO 58.89   W6-B1"
"420095","1207939","BOWEX MOTOR COUPLING J14","""J-14 BOWEX MOTOR COUPLING 5/8"""" BORE     J4-S8"""
"420094","1207940","TROLLEY ASSEMBLY 3T-2000-2SR","TROLLEY ASSEMBLY 3T-2000-2SR       J4-S6"
"523245","1207941","DRIVE, POWERFLEX 70O VFD A-B","20BD8POA3AYNANA0 L3-FL"
"523173","1207942","CAGE, STEELCRAFT","4"" DIA. X 124-3/4"" LONG            DOCK"
"523174","1207943","CAGE, SLY","""5-5/8"""" DIA. X 120"""" LONG             DOCK"""
"524131","1207944","CYLINDER, SIDE WHEEL SHOT GATE","PART# 4148070     M9-S2"
"523175","1207945","MOUNTING BRACKET, MS-MB-45","FOR USE WITH ITEM #523130    L5-S5"
"418604","1207946","BELT, 5VX780 COGGED V-BELT","165&166--ON FENCE"
"416379","1207947","BUSHING, R1X2-11/16","H3-S1"
"527194","1207948","DRIVE HUB (BREAKER DRUM) B-LOC","PER DWG.# 35121           W-83"
,"1207949","AFC FLIGHT STRAP 8630 Steel",""
"523795","1207950","LOCKNUT, KM12","(00593587)                        L2-S7"
"522089","1207951","TRANSDUCER 100.1500.2.1.2.7","M6-S7"
"522088","1207952","TRANSDUCER 100.3000.2.1.2.7","M2-S7"
"522087","1207953","RPM0700MD701S1G1100","700 MM TEMPOSONIC       M2-S4"
"418603","1207954","BELT, 2000-8M-60W TIMING BELT","186--ON FENCE"
"309299","1207955","PENDANT SBPN-6-S-A2-A2","PART# ELESBPN6SA2A2      E6-S6"
"414300","1207956","CYLINDER, GRIPPER PARKER HYDRAULIC","NR41166729/SBA2HRKS23M-C110 506MM   W-12"
"414299","1207957","PITCH CYLINDER PARKER HYDRAULIC","CSBA2HRKS33MC-C110 TROO857216 203.2X575MM        W-8"
"415499","1207958","18 MONTH SERVICE KIT","38451746     H6-S4"
"523796","1207959","LOCKWASHER, MB12","(00593860)                           L2-S7"
"522610","1207960","PLOW STRAP-INSIDE","PART# 0040706                   M1-FL"
"522611","1207961","PLOW-INSIDE C.W. ROTATION","PART# 0040707                 M1-FL"
"520182","1207962","JOSLYN CLARK VACUUM CONTACTOR","600 AMP PART # CV77U036A15-76   K8-S3"
"307299","1207963","STRIP HEATER 3"" WIDTH,240VAC","300 WATTS (PART#3619K842)     E1-S6"
"517096","1207964","TROLLEY DRIVE GEAR MOTOR ASSY.","NORD-SK4282 100L/40          W5-B4"
"522099","1207965","2040A0061 TUBE","(2040A0061) TUBE            M6-FL"
"522098","1207966","9107L6107 PACKING","M8-S5"
"415319","1207967","BLOWDOWN VALVE","PART#42107       H7-S2"
"522092","1207968","2050P1210-O COVER","INCLUDES 9105F0831 SCRAPER RING    M2-S7"
"522091","1207969","2050P1200-O CARRIER INCLUDES","205P1220 RING & 9108K1415 A-RADIAL BEARING     M2-S7"
"522090","1207970","SWITCH, PROX.","60 MM  BI5GT18ADZ30X2B1331             M6-S7"
"812197","1207971","SHELL MORLINA S3BA150","OIL ROOM"
"535440","1207972","PUMP, STENNER CHEMICAL","85MFH1A1S 120V 1/4""TUBE   O8-S1"
"418343","1207973","HUB L-075x1/2""STD 1/8x1/16 KW","PART# 00516541       J8-S5"
"401206","1207974","NUT, HEX HEAD 5/16"" -18 S.S.","E9-S11"
"524379","1207975","VALVE, 4/2 WAY NG6","(PART#193048)             N6-S7"
"524380","1207976","VALVE, PRESSURE RELIEF","(PART#27474)                   N6-S7"
"524381","1207977","VALVE, 3/2 WAY NG6","(PART#26976)                  N6-S7"
"524382","1207978","VALVE, 4/3 WAY NG6","PART# 26973          L6-S4"
"520186","1207979","HIGH TEMP. PROTECTION FRONT","GLASS FOR OPTICAL SENSOR (PART#OPTO39) 9Z38331   M9-S5"
"520187","1207980","FIXING SPRING 9Z36353","PART#MECAN121  M9-S5"
"520188","1207981","HOT AREA CABLE HACO FOR","OPTONUM SENSOR (PART#VSSEN15-09M) 9Z30846  M9-S2"
"520189","1207982","HMD INFRARED CELL OF TYPE","GB297  (PART#VSERT89-2M) 9Z39966  M8-S2"
"520190","1207983","DEM9M MOTOR FOR MQS120M","STOPPER ROD MECHANISM (PART#VSERTGC463-UL)9Z30656"
"520191","1207984","HOT AREA CABLE HAC9BR-05M","PART#VSSEN2A-05M  9Z31073   M9-S1"
"522620","1207985","ELECTRODE:740/FOOT","PART# 0038723CMY015A             M1-S4"
"522621","1207986","COUPLING:HALF SPACER TYPE T35","PART# 208716                    M10-S4"
"524326","1207987","ASSEMBLY DRAWING SHOOTING TUBE","L10 (PART#9391)    N7-T"
"524327","1207988","SLOTTED RING FOR SHOOTING TUBE","L10 (PART#1759)        N3-S2"
"524328","1207989","SCREEN FOR BLOW SLEEVE","(PART#1841)               N5-S7"
"524329","1207990","BANDING (COMPLETE ROLL)","PART#22634.1       N6-S2"
"524330","1207991","BANDING CLIPS FOR BLOW SLEEVE","BANDING (PART#22778)          N2-S1"
"524332","1207992","ASSEMBLY TOOL FOR BANDING","(PART#23320)              N6-S3"
"524358","1207993","VALVE, 5/2-WAY PNEUMATIC","ELECTROMAGNETIC 24VDC (PART#194683)   N6-S6"
"524359","1207994","VALVE, PNEUMATIC 5/3","ELECTROMAGNETIC,24VDC (PART#194641) N6-S6"
"524360","1207995","VALVE, BLOCK EMERGENCY STOP","(PART#194639)                    N5-S5"
"524361","1207996","VALVE, PNEUMATIC PROPORTIONAL","VP50 (PART#201509)                N5-S5"
"523840","1207997","ECCENTRIC SHAFT-1","PART# ES-60-787       W77-FL"
"523841","1207998","ECCENTRIC SHAFT-2","PART# ES-36-187  W-77"
"523842","1207999","ECCENTRIC SHAFT-3","PART# ES-404-02-100B        W77-FL"
"517090","1208000","BRIDGE DRIVE GEAR MOTOR ASSY.","NORD-SK6282 160M/4      W5-B4"
"520195","1208001","LINEAR TRANSDUCER","813871     M-END"
"520196","1208002","LEAD INSULATION KIT","M9-S6"
"520197","1208003","WATER COLLED LEAD UNION","M9-S6"
"520198","1208004","WATER COOLED LEADS","X-4"
"518817","1208005","ALUMINUM MESH 1034-04 (6 PACK)","1"" X 24"" X 24"" M#29-076      W27-FL"
"518818","1208006","V-BAG 95% 1039-04 (6 PACK)","24"" X 24"" X 36"" M#29-076       W27-FL"
"518819","1208007","IMPINGER H10015-01","4"" X 24"" X 24"" M#29-076            W27"
"814699","1208008","FUSE, SCALE DISPLAY (53848)","1200MA 250VOLT #374    Q1-S1"
"521599","1208009","U9294D-0 SPIGOT PIECE","FOR 12"" DOME VALVE      L8-S5"
"302117","1208010","SECURITY BIT & SCREW DRIVER","PART#440AA09018                      B1-S1"
"302118","1208011","INDICATOR LAMP BEACON","PART#440AA19002       B2-S2"
"522084","1208012","MAGNET, 251298-2 FLOATING","M2-S7"
"522083","1208013","2050P1250-O COLUMN","M2-STANDING"
"520211","1208014","VALVE 2/2 NC2"" NORGREN8450700","PART# PNEUMA358        M9-S8"
"520212","1208015","VALVE, 2/2 NO2"" NORGREN8450701","PART# PNEUMA373   M9-S8"
"415502","1208016","6 MONTH SERVICE KIT","38451738        H6-S4"
"411336","1208017","IMPACT WRENCH 1/2"" CP-6500-RSR","CHICAGO PNEUMATIC"
"303604","1208018","PUSH BUTTON FOR CONTROL HANDLE","PART# 22S32001 (RED)FOR CLANSMAN   L1-S5"
"803217","1208019","SONOTECH UT-X POWDER FOR","ULTRASONIC TESTING       Q2-S1"
"420305","1208020","SAFETY LATCH HARRINGTON","HOIST HOOK PART# ER1DS1002     J3-S5"
"418598","1208021","BELT, 5VX1060 5-GROOVED V-BELT","POWERBAND BELT COMPOSITE       179--ON FENCE"
"524369","1208022","DIAPHRAGM OF SHOOT EXHAUST","VALVE (PART#20556)           N6-S7"
"524370","1208023","LEAD ROLLER","(PART#59828)                  N6-S6"
"524371","1208024","BEARING, GROOVE BALL","(PART#30170)                  N5-S5"
"519544","1208025","AIR CONDITIONER FOR OFFICE/","CRANE 5000BTU,11-1/2X17-5/16X12-13/16,115VOLTS   X-2"
"419406","1208026","096072 BUSHING: DODGE","TORQUE TAMER       J4-S7"
"419407","1208027","#70 FRICTON DISC:","DODGE TORQUE TAMER       J4-S7"
"417641","1208028","BEARING, PILLOW BLOCK, 2-7/16""","EMP 39, SEALMASTER      I5-S3"
"420217","1208029","WHEEL ASSY, FLANGED","CLEVE. TROLLEY      J3-S4"
"422164","1208030","69F-5/16"" X 1/4"" MALE ELL","ELBOW (BRASS)     K1-S6"
"422165","1208031","69F-3/8"" X 1/4"" MALE ELL","ELBOW (BRASS)       K1-S6"
"422166","1208032","69F-1/2"" X 3/8"" MALE ELL.","ELBOW (BRASS      K1-S6"
"421714","1208033","3"" TEE WELD TYPE","J1-S7"
"418401","1208034","SPROCKET 80SF35","WOODS    J6-S4"
"422113","1208035","48F-1/4"" X 1/4""","MALE CONNECTOR      K1-S3"
"422114","1208036","48F-5/16"" X 1/8"" MALE CONN.","MALE CONNECTOR    K1-S3"
"422116","1208037","68F 1/2""MP X 1/2""COMP","K1-S3"
"418387","1208038","SPROCKET 60BTB13H, 1210 DODGE","W/1210 TAPER, HARDENED   J6-S1"
"518307","1208039","ELECTRODE SWITCH","HOUSE TYPE W SWITCH        K4-S8"
"421814","1208040","4"" WELD-NECK FLANGE","J1-S5"
"421901","1208041","STANDARD CAM ARM:","KAM-LOCK COUPLING 4""      K1-S1"
"421902","1208042","DC DUST COVER KAM-LOCK","4""  K1-S1"
"420193","1208043","TROLLEY WHEELS ASSEMBLY PLAIN","DUAL,TREAD,H  45JG4PH (GOES WITH 420090)   J3-S2"
"416212","1208044","SHEAVE, V-BELT, #5C150R","H2-FL"
"420202","1208045","GEAR 420K2","COFFING 3T.MOTORIZED TROL       J3-S4"
"416213","1208046","1B 3.5 X 7/8"" BORE SHEAVE","V-BELT SHEAVE    H4-S5"
"416217","1208047","4R5V10.9 BROWNING SHEAVE","H3-S5"
"416218","1208048","#3-5V11.80-TB SHEAVE MARTIN","H3-S5"
"416260","1208049","5V11.3 X5E BROWNING SHEAV","H3-S5"
"416222","1208050","SHEAVE, 2A5.2/B5.6-1610 TL","V-BELT W/1610 TAPER        H2-S7"
"416224","1208051","SHEAVE 2A7.0-B7.4","V-BELT W/2517 TAPER      H2-S9"
"416226","1208052","2A9.0-B9.4 SHEAVE","V-BELT W/2517 TAPER      H3-S1"
"419241","1208053","0220-50167-4510 SPEED","REDUCER 300/1 RA. W6-B1"
"416227","1208054","2A12.0-B12.4 SHEAVE","V-BELT W/2517 TAPER       H3-S2"
"416228","1208055","SHEAVE 3A4.6-B5.0","V-BELT W/1610 TAPER      H2-S5"
"416232","1208056","3A10.6-B11.0 SHEAVE","V-BELT W/2517 TAPER      H3-S3"
"416234","1208057","SHEAVE, 4A4.6/B5.0-2517 TL","V-BELT W/2517 TAPER  H2-S4"
"404706","1208058","10-24X2 3/4 R/H MACHSCREW","F7-S4"
"309039","1208059","REDUCING WASHERS 1"" - 1/2""","REDUCING WASHERS      E6-S3"
"309040","1208060","REDUCING WASHER 1 1/4"" - 1/2""","REDUCING WASHER      E6-S3"
"404775","1208061","3/4X4"" SQUARE HD BOLT USS","F7-S3"
"309041","1208062","REDUCING WASHER 3/4"" - 1""","E6-S3"
"309042","1208063","REDUCING WASHER 1-1/4""-1""","E6-S3"
"309043","1208064","1 1/2"" -3/4"""" REDUCING WASHER","3/4"" REDUCING WASHER      E6-S3"
"309044","1208065","REDUCING WASHER 2""- 3/4""","E6-S3"
"309045","1208066","CADDY CLAMP 8-12M2-4","E3-S2"
"309132","1208067","LB37 CONDULET 1""","E5-S3"
"309133","1208068","1 1/4"" LB","E5-S3"
"309134","1208069","CONDUIT LB 1 1/2""","E5-S3"
"305157","1208070","LIGHT BULB 300 MIF WATT","D8-S8&S11"
"305158","1208071","BULB (757) 28 VOLT","SINGLE CONTACT      D8-S2"
"309136","1208072","LL CONDULET 1/2""","E5-S5"
"305159","1208073","BULB 1829","D9-S2"
"309137","1208074","CONDUIT LL 3/4""","E5-S5"
"305160","1208075","FLOOD LIGHT, INDOOR 432E","150R 1 FL      D8-S10"
"308503","1208076","CORD, S.O.  YELLOW #16/16","SUPER TREX P/N 88516   A1"
"308504","1208077","WIRE YELLOW CORD 88823 16G/10C","SUPER-TREX      A1"
"308505","1208078","CORD 4/3","E1-S9"
"308506","1208079","WIRE CRANE MAGNET","(8/3 TYPE W 600V)(NO LONGER MAKE 8/2 WIRE)      A1"
"309139","1208080","CONDUIT LL 1 1/4""","E5-S5"
"309140","1208081","CONDUIT LL 1 1/2""","E5-S4"
"309142","1208082","CONDULET LR17 1/2""","CONDELET     E5-S6"
"302698","1208083","CONTACT, AUXILIARY 49AB10 N.O.","SIEMENS AUXILIARY CONTACT KIT     C3-S6"
"203264","1208084","BOX FAN FOR #46F6015","SPEEDOMAX 25000 24VDC     B6-S2"
"302699","1208085","CONTACTOR REVERSING","3TF8133-OAK1 ITE    C3-S1"
"203270","1208086","MODUTROL M6284A105(B6 SH","MOTOR 30 SECOND     B5-S7"
"302603","1208087","CONTACT KIT, CH6-23-2","3 POLE, SIZE ""1""         C3-S1"
"302604","1208088","CONTACT KIT 6-24-2","3 POLE SIZE 2    C3-S1"
"302605","1208089","CONTACT KIT 6-25-2","3 POLE SIZE 3   C3-S1"
"302606","1208090","CONTACT KIT KTM31-1","3 POLE SIZE 00,0+1     C3-S4"
"302856","1208091","OVERLOAD HEATERS CC64.3","C5-S1"
